text,headlines
Which Attendance has a Date of october 25?,SELECT MAX Attendance FROM table WHERE Date = october 25
Which Score has a Visitor of atlanta?,SELECT Score FROM table WHERE Visitor = atlanta
Which Yards has a Attempts of 247,SELECT Yards FROM table WHERE Attempts = 247
Which yard has a Completion of 64.9%?,SELECT Yards FROM table WHERE Completion % = 64.9%
"Which Completions has Yards of 10,098?","SELECT Completions FROM table WHERE Yards = 10,098"
When has Attempts of 282 ?,SELECT Year FROM table WHERE Attempts = 282
"Which Completions has Attempts of 1,271?","SELECT Completions FROM table WHERE Attempts = 1,271"
"which Completion % has a Yards of 2,175?","SELECT Completion % FROM table WHERE Yards = 2,175"
What was the surface for Adrian Ungur as an opponent?,SELECT Surface FROM table WHERE Opponent = adrian ungur
"What was the score on a clay surface on May 29, 2006?","SELECT Score FROM table WHERE Surface = clay AND Date = may 29, 2006"
"Which tournament had a score of 6–3, 7–6?","SELECT Tournament FROM table WHERE Score = 6–3, 7–6"
On what surface was the opponent Michael Berrer?,SELECT Surface FROM table WHERE Opponent = michael berrer
What game has 2 points?,SELECT MAX Games FROM table WHERE Points = 2
How many total drawn has less than 4 lost and 8 points?,SELECT SUM Drawn FROM table WHERE Lost < 4 AND Points = 8
How many lost are there before game 7?,SELECT SUM Lost FROM table WHERE Games < 7
"How many touchdowns did the player with less than 4495 yards, long of less than 80, and yds/att less than 5.5 have?",SELECT COUNT Touchdowns FROM table WHERE Net Yds < 4495 AND Long < 80 AND Yds/Att < 5.5
"How many attempts did the player ranking with a number higher than 1, who started after 1997 and had yds/att of 5 have?",SELECT SUM Attempts FROM table WHERE Start > 1997 AND Yds/Att = 5 AND Rank > 1
What is the average net yds for the player who had a long of 68 and started after 1984?,SELECT AVG Net Yds FROM table WHERE Long = 68 AND Start > 1984
"What is the lowest number of attempts for the player with a rank number larger than 3, who started after 1984 and had less than 6.1 yds/att?",SELECT MIN Attempts FROM table WHERE Rank > 3 AND Start > 1984 AND Yds/Att < 6.1
Which film was made before 2002?,SELECT Film FROM table WHERE Year < 2002
Which film has a role named Taylor?,SELECT Film FROM table WHERE Role = taylor
What notes does the film Touch & go have?,SELECT Notes FROM table WHERE Film = touch & go
What language is the film Marion Bridge?,SELECT Language FROM table WHERE Film = marion bridge
What language is the film with a character named Annabelle?,SELECT Language FROM table WHERE Role = annabelle
What is the lowest pick from the Furman School that is a round smaller than 8?,SELECT MIN Pick FROM table WHERE School = furman AND Round < 8
What is the total number of round picks from the Morris Brown School?,SELECT COUNT Round FROM table WHERE School = morris brown
What is the total number of rounds for the player of Rell Tipton?,SELECT COUNT Round FROM table WHERE Player = rell tipton
On what date was game 3 played?,SELECT Date FROM table WHERE Game = 3
Which game took place on April 22?,SELECT Game FROM table WHERE Date = april 22
What was the standing in the series after game 1?,SELECT Series FROM table WHERE Game = 1
Which race had a time of 1:24.35?,SELECT Race FROM table WHERE Time = 1:24.35
What was the date for the G1 group race at Flemington?,SELECT Date FROM table WHERE Group = g1 AND Venue = flemington
What was the combined weight in kilograms of the horses in the race at Chelmsford stakes?,SELECT COUNT Weight (kg) FROM table WHERE Race = chelmsford stakes
In what year was the artist Afro-dite?,SELECT Year FROM table WHERE Artist = afro-dite
"What stadium was the game held at on December 23, 2001?","SELECT Stadium FROM table WHERE Date = december 23, 2001"
"What is the Record for the game held on December 2, 2001?","SELECT Record FROM table WHERE Date = december 2, 2001"
"What is the average Game where there were 65,666 in attendance?","SELECT AVG Game FROM table WHERE Attendance = 65,666"
Driving Force EX of 25cm (10-inch) involves what feature?,SELECT Feature FROM table WHERE Driving Force EX = 25cm (10-inch)
"GT Force of no, and a Driving Force Pro of no, and a G27 Racing Wheel of no has what driving force gt?",SELECT Driving Force GT FROM table WHERE GT Force = no AND Driving Force Pro = no AND G27 Racing Wheel = no
Feature of gear stick involves which driving force gt?,SELECT Driving Force GT FROM table WHERE Feature = gear stick
"Driving Force EX of no, and a Driving Force GT of yes, and a Driving Force Pro of yes has what feature?",SELECT Feature FROM table WHERE Driving Force EX = no AND Driving Force GT = yes AND Driving Force Pro = yes
"Driving Force EX of no, and a Driving Force Pro of no, and a G25 Racing Wheel of no involves which g27 racing wheel?",SELECT G27 Racing Wheel FROM table WHERE Driving Force EX = no AND Driving Force Pro = no AND G25 Racing Wheel = no
"GT Force of yes, and a G27 Racing Wheel of 16 involves which driving force ex?",SELECT Driving Force EX FROM table WHERE GT Force = yes AND G27 Racing Wheel = 16
What is the score on october 7?,SELECT Score FROM table WHERE Date = october 7
How many people went to the game that had 17-13?,SELECT SUM Attendance FROM table WHERE Score = 17-13
What is the highest rank for the airport with a code of HKG/VHHH?,SELECT MAX Rank FROM table WHERE Code (IATA/ICAO) = hkg/vhhh
"How many Points have Drawn of 7, and a Team of corinthians, and a Played larger than 18?",SELECT COUNT Points FROM table WHERE Drawn = 7 AND Team = corinthians AND Played > 18
"Which Points is the highest one that has a Position of 5, and a Played smaller than 18?",SELECT MAX Points FROM table WHERE Position = 5 AND Played < 18
"Which Drawn is the average one that has a Position smaller than 9, and Points smaller than 22, and a Lost smaller than 9, and an Against larger than 29?",SELECT AVG Drawn FROM table WHERE Position < 9 AND Points < 22 AND Lost < 9 AND Against > 29
How many Against have Played smaller than 18?,SELECT COUNT Against FROM table WHERE Played < 18
What is the points difference associated with more than 3 points and more than 0 losses?,SELECT Points difference FROM table WHERE Points > 3 AND Lost > 0
What is the difference associated with more than 2 losses and more than 1 point?,SELECT Points difference FROM table WHERE Lost > 2 AND Points > 1
What location did game 64 take place,SELECT Location FROM table WHERE Game = 64
What was the Attendance after Week 7 at Tiger Stadium?,SELECT COUNT Attendance FROM table WHERE Game Site = tiger stadium AND Week > 7
What was the Attendance at the Game with a Result of w 21–7?,SELECT AVG Attendance FROM table WHERE Result = w 21–7
How many years have a Make/ Model of new flyer c40lfr?,SELECT COUNT Year FROM table WHERE Make/ Model = new flyer c40lfr
Which Make/ Model that Numbers (Quantity Ordered) of 1461–1500 (40 buses)?,SELECT Make/ Model FROM table WHERE Numbers (Quantity Ordered) = 1461–1500 (40 buses)
Which Fuel Propulsion has Numbers (Quantity Ordered) of 7124-7156 (33 buses)?,SELECT Fuel Propulsion FROM table WHERE Numbers (Quantity Ordered) = 7124-7156 (33 buses)
"Which Numbers (Quantity Ordered) have a Fuel Propulsion of cng, and a Year smaller than 2008, and a Make/ Model of nabi 40-lfw?",SELECT Numbers (Quantity Ordered) FROM table WHERE Fuel Propulsion = cng AND Year < 2008 AND Make/ Model = nabi 40-lfw
Which Numbers (Quantity Ordered) have a Make/ Model of eldorado national passport?,SELECT Numbers (Quantity Ordered) FROM table WHERE Make/ Model = eldorado national passport
What is the earliest year for Alabama with a pick under 26?,SELECT MIN Year FROM table WHERE College = alabama AND Pick < 26
Which player was pick 2 later than 2010?,SELECT Player FROM table WHERE Year > 2010 AND Pick = 2
Which position has a pick greater than 28?,SELECT Position FROM table WHERE Pick > 28
what team played on august 25,SELECT Opponent FROM table WHERE Date = august 25
"What class is associated with 0 stages won, a hummer, and before 2009?",SELECT Class FROM table WHERE Stages won = 0 AND Vehicle = hummer AND Year < 2009
What position did he finish in 2012?,SELECT Position FROM table WHERE Year = 2012
What year did he compete in the car class and win 0 stages?,SELECT Year FROM table WHERE Class = car AND Stages won = 0
"on week of february 12, in the west division, what is the position?",SELECT Position FROM table WHERE Division = west AND Week = february 12
What is the listed Location with a # found of 4?,SELECT Location FROM table WHERE # found = 4
"What's the Ball Diameter with the Location oof El Manati, and the Period of 1200 BCE?",SELECT Ball diameter FROM table WHERE Location = el manati AND Period = 1200 bce
What's the Ball Diameter with the Culture of Olmec?,SELECT Ball diameter FROM table WHERE Culture = olmec
What's the Period with # found of 5?,SELECT Period FROM table WHERE # found = 5
Which Country has azeri tv tower?,SELECT Country FROM table WHERE Name = azeri tv tower
What is Pinnacle height of chimney of orot rabin?,SELECT Pinnacle height FROM table WHERE Name = chimney of orot rabin
Which Country has a Pinnacle height of metres (ft) and a Name of azeri tv tower?,SELECT Country FROM table WHERE Pinnacle height = metres (ft) AND Name = azeri tv tower
Which Town has a Structural type of guyed mast and a Country of belgium?,SELECT Town FROM table WHERE Structural type = guyed mast AND Country = belgium
What is the Main use of emley moor tower (mk.3)?,SELECT Main use FROM table WHERE Name = emley moor tower (mk.3)
What is the Main use of transmitter solt in Hungary?,SELECT Main use FROM table WHERE Country = hungary AND Name = transmitter solt
what day was the sandown,SELECT Date FROM table WHERE Race Title = sandown
What is the Birth of the lady that has a Became Duchess on 18 august 1593 husband's accession?,SELECT Birth FROM table WHERE Became Duchess = 18 august 1593 husband's accession
Who is the Spouse of the Duchess that has a Birth on 29 october 1451?,SELECT Spouse FROM table WHERE Birth = 29 october 1451
Who is The Spouse of the Duchess that has a Became Duchess  on 31 october 1733 husband's accession?,SELECT Spouse FROM table WHERE Became Duchess = 31 october 1733 husband's accession
WHo Became Duchess that has a Death of 26 october 1614?,SELECT Became Duchess FROM table WHERE Death = 26 october 1614
What is the Spouse of the Duchess that has a Death on 6 april 1780?,SELECT Spouse FROM table WHERE Death = 6 april 1780
Which season with 16 races had less than 321 points and a larger percent than 65.78 possible?,SELECT Season FROM table WHERE Points < 321 AND Percentage of possible points > 65.78 AND Races = 16
What season had less than 301 points and 17 races?,SELECT Season FROM table WHERE Points < 301 AND Races = 17
What time did bruce anstey complete in a honda 1000cc?,SELECT Time FROM table WHERE Machine = honda 1000cc AND Rider(s) = bruce anstey
Who holds the time of 17:11.572?,SELECT Race FROM table WHERE Time = 17:11.572
Who holds the time of 17:11.572?,SELECT Race FROM table WHERE Time = 17:11.572
What machine did susan jenness trophy earn the trophy?,SELECT Machine FROM table WHERE Trophy = susan jenness trophy
"2008 GDP per capita (USD) is smaller than 20,682, and District is chubut, and a Structural poverty g larger than 15.5, what is the average manufac?","SELECT AVG Manufac turing b FROM table WHERE 2008 GDP per capita (USD) a < 20,682 AND District = chubut AND Structural poverty g > 15.5"
"Agri culture b larger than 12.6, what is the lowest vehicles per 1000?",SELECT MIN Vehicles (per 1000) d FROM table WHERE Agri culture b > 12.6
"Manufac turing b of 16.8, and a 2008 GDP per capita (USD) a smaller than 4,162, so what is the total number of mining b?","SELECT COUNT Mining b FROM table WHERE Manufac turing b = 16.8 AND 2008 GDP per capita (USD) a < 4,162"
"Manufac turing b larger than 10, and a 2008 GDP per capita (USD) a larger than 4,162, and a Median mo. salary (USD)of 1,301, and a 2010 Population (000) smaller than 40117 so what is the lowest services & construction b?","SELECT MIN Services & cons truction b FROM table WHERE Manufac turing b > 10 AND 2008 GDP per capita (USD) a > 4,162 AND Median mo. salary (USD) a e = 1,301 AND 2010 Population (000) < 40117"
"Income poverty f smaller than 13.6, and a Mining b of 1, and a Structural poverty g smaller than 7.8, so what is the total number of agriculture?",SELECT COUNT Agri culture b FROM table WHERE Income poverty f < 13.6 AND Mining b = 1 AND Structural poverty g < 7.8
What's the bulgarian word for January?,SELECT Bulgarian name FROM table WHERE English name = january
